timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,speed,intent,intent_confidence,uncertainty,risk_score,state,counterfactual_risk
1771935890.137706,2.5,0.0,-20.0,5.0,0,0,20.0,5.0,SURVEILLANCE,0.35648276538361323,0.7940668292501051,0.29364190620581787,ADAPTIVE,0.44106703347157894
1771935891.794805,3.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3516281886794625,0.7940991469804746,0.2935948436365253,ADAPTIVE,0.3602357703845126
1771935892.296642,4.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3471768449309899,0.7994016523787447,0.2934107916242401,ADAPTIVE,0.3599736403115521
1771935892.802999,5.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.41884273427348295,0.7660789533042603,0.2930921063050865,ADAPTIVE,0.3596470713558402
1771935893.310539,6.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.349656875722503,0.7986626081011098,0.5806417436168582,ADAPTIVE,0.35925677490647534
1771935893.818178,7.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.38657500862635596,0.7883899860703252,0.5770631620194405,ADAPTIVE,0.358803587516089
1771935894.324895,8.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.4296942876362063,0.7676484053439692,0.5742173644022801,ADAPTIVE,0.35828846228048483
1771935894.8313441,9.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.36067823321690134,0.7931446227888341,0.5705370847485338,ADAPTIVE,0.357712459331312
1771935895.3373709,10.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.34105358135662717,0.7976833960157969,0.5673759017679078,ADAPTIVE,0.35707673565032994
1771935895.8457391,11.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.37545984012534855,0.7861455262889699,0.5635478381712996,ADAPTIVE,0.3563825344161933
1771935896.3550432,12.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3950059200379885,0.7715413179902719,0.5623907807390603,ADAPTIVE,0.35563117408995604
1771935896.8627021,13.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3895910077526588,0.7849817048344967,0.5611314996405083,ADAPTIVE,0.35482403743454005
1771935897.368712,14.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.39518578141969396,0.7851246368927387,0.5597744890081892,ADAPTIVE,0.35396256064736764
1771935897.8766122,15.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.39058131701665927,0.7737962015270448,0.5583241517229441,ADAPTIVE,0.3530482227654479
1771935898.379974,16.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3452157341462318,0.797586560587367,0.5567847716130945,ADAPTIVE,0.3520825354797157
1771935898.888174,17.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.37090471926594026,0.7890334806239809,0.5551604938675283,ADAPTIVE,0.35106703347157897
1771935899.391385,18.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3828498059174105,0.7893747682663563,0.55345531221515,ADAPTIVE,0.3500032653605234
1771935899.898058,19.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.40705575980752845,0.7646370364967607,0.551673061504719,ADAPTIVE,0.34889278532821133
1771935900.405934,20.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.35451279160426685,0.7960573824343745,0.5498174144645565,ADAPTIVE,0.3477371454625393
1771935900.912361,21.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.36854167969274554,0.7903348920140464,0.5478918815973368,ADAPTIVE,0.3465378888451458
1771935901.420806,22.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.4111732586588743,0.7623319225211337,0.5458998133471482,ADAPTIVE,0.3452965433882579
1771935901.927988,23.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3512111042140908,0.7921804065811945,0.5438444038484685,ADAPTIVE,0.34401461641172837
1771935902.434533,24.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.37144803263070536,0.7843712538103975,0.5417286957206503,ADAPTIVE,0.3426935899386937
1771935902.9424598,25.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.37021861827018915,0.7902306374903586,0.5395555855028297,ADAPTIVE,0.3413349166784181
1771935903.449284,26.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3780174172157859,0.7918266841927389,0.537327829432158,ADAPTIVE,0.3399400166574139
1771935903.9564118,27.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3654793289366946,0.7879029386660333,0.5350480493542267,ADAPTIVE,0.3385102744546321
1771935904.464322,28.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3405937597029031,0.7968184084609713,0.5327187386210465,ADAPTIVE,0.3370470369931474
1771935904.9676092,29.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3760274799175796,0.779880344043418,0.530342267881897,ADAPTIVE,0.3355516118390308
1771935905.475372,30.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.36356958184785376,0.7871875812304338,0.5279208907088331,ADAPTIVE,0.33402526595775717
1771935905.981025,31.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3909918893265186,0.7811773295680632,0.5254567490244181,ADAPTIVE,0.3324692248792557
1771935906.487472,32.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3744173576920577,0.787379925922774,0.52295187831683,ADAPTIVE,0.33088467222434115
1771935906.9937332,33.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.35687450647565716,0.7930098741812212,0.5204082126389307,ADAPTIVE,0.32927274954754493
1771935907.500848,34.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3798350094584935,0.779734618950777,0.5178275893948916,ADAPTIVE,0.3276345564541051
1771935908.0049899,35.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3765329843494977,0.788468760654204,0.5152117539218507,ADAPTIVE,0.3259711509519163
1771935908.513309,36.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3781245989341112,0.7929365968044624,0.5125623638758664,ADAPTIVE,0.32428355000243503
1771935909.021646,37.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3659956741692438,0.7853068465913003,0.5098809934318688,ADAPTIVE,0.32257273023779875
1771935909.530952,38.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.4115668805138431,0.7697259367149096,0.5071691373069555,ADAPTIVE,0.32083962881463435
1771935910.037367,39.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.34972191628064747,0.7959244450630457,0.5044282146155972,ADAPTIVE,0.3190851443781595
1771935910.5455208,40.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3878800710570348,0.7829007307672267,0.5016595725643759,ADAPTIVE,0.317310138113165
1771935911.052902,41.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3777346964733527,0.785711977696828,0.49886448999292776,ADAPTIVE,0.315515434861264
1771935911.562357,42.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.397678091595017,0.7811996506728354,0.4960441807669054,ADAPTIVE,0.3137018242864037
1771935912.070636,43.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3961292443036401,0.7721838314910577,0.49319979702804473,ADAPTIVE,0.3118700620730327
1771935912.578228,44.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3651929786601301,0.7855570636832775,0.49033243230585233,ADAPTIVE,0.3100208711434951
1771935913.086153,45.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3454613279775762,0.7981826473701246,0.4874431244949987,ADAPTIVE,0.3081549428832038
