timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,speed,intent,intent_confidence,uncertainty,risk_score,state,counterfactual_risk
1771936038.115639,2.5,0.0,-20.0,5.0,0,0,20.0,5.0,SURVEILLANCE,0.416132772353255,0.7615527373527821,0.29364190620581787,ADAPTIVE,0.44106703347157894
1771936038.634141,3.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.4141639543525455,0.7635462310311566,0.2935948436365253,ADAPTIVE,0.3602357703845126
1771936039.140846,4.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3520204697310362,0.7936667942746025,0.2934107916242401,ADAPTIVE,0.3599736403115521
1771936039.64737,5.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.38358394105163485,0.7769605904659942,0.2930921063050865,ADAPTIVE,0.3596470713558402
1771936040.150614,6.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3586051248669507,0.7953318760316382,0.5806417436168582,ADAPTIVE,0.35925677490647534
1771936040.658266,7.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.35749443487789107,0.7889224453341546,0.5770631620194405,ADAPTIVE,0.358803587516089
1771936041.1604102,8.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3556976703917617,0.7906433199103979,0.5742173644022801,ADAPTIVE,0.35828846228048483
1771936041.6677089,9.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3633638360329049,0.7904007558445666,0.5705370847485338,ADAPTIVE,0.357712459331312
1771936042.175437,10.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.40165376964476696,0.771573470306044,0.5673759017679078,ADAPTIVE,0.35707673565032994
1771936042.682852,11.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.34130757678078655,0.7989868380614634,0.5635478381712996,ADAPTIVE,0.3563825344161933
1771936043.188501,12.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.38958072131807964,0.7778729881697769,0.5623907807390603,ADAPTIVE,0.35563117408995604
1771936043.695625,13.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.38081925880691325,0.7792787874912582,0.5611314996405083,ADAPTIVE,0.35482403743454005
1771936044.202879,14.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.41125030243612604,0.7682216563901114,0.5597744890081892,ADAPTIVE,0.35396256064736764
1771936044.708273,15.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3576411158843157,0.7933500506095273,0.5583241517229441,ADAPTIVE,0.3530482227654479
1771936045.21429,16.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.46061185947884264,0.7380668651827614,0.5567847716130945,ADAPTIVE,0.3520825354797157
1771936045.719715,17.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.36664240356085276,0.7925815737643366,0.5551604938675283,ADAPTIVE,0.35106703347157897
1771936046.226701,18.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.36671046000206325,0.7933494842849884,0.55345531221515,ADAPTIVE,0.3500032653605234
1771936046.7312682,19.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3415288749989602,0.7994715740027644,0.551673061504719,ADAPTIVE,0.34889278532821133
1771936047.239428,20.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.37059132413161877,0.7926401871055517,0.5498174144645565,ADAPTIVE,0.3477371454625393
1771936047.7478552,21.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.4083360008203775,0.7802572349297162,0.5478918815973368,ADAPTIVE,0.3465378888451458
1771936048.255743,22.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3788899530623727,0.7833081882829096,0.5458998133471482,ADAPTIVE,0.3452965433882579
1771936048.763741,23.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3928848281428001,0.774131883498007,0.5438444038484685,ADAPTIVE,0.34401461641172837
1771936049.273094,24.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.40222803408509555,0.7687685602638938,0.5417286957206503,ADAPTIVE,0.3426935899386937
1771936049.780373,25.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.42733784362359595,0.7640967551696725,0.5395555855028297,ADAPTIVE,0.3413349166784181
1771936050.2841442,26.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3597347919650767,0.7880932626182392,0.537327829432158,ADAPTIVE,0.3399400166574139
1771936050.793391,27.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3733658320289957,0.7817688147885273,0.5350480493542267,ADAPTIVE,0.3385102744546321
1771936051.300624,28.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.38706202358173486,0.7893721599224902,0.5327187386210465,ADAPTIVE,0.3370470369931474
1771936051.8062,29.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.373257096985354,0.7903036990245179,0.530342267881897,ADAPTIVE,0.3355516118390308
1771936052.315258,30.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.39296738900738504,0.7753864107745763,0.5279208907088331,ADAPTIVE,0.33402526595775717
1771936052.820012,31.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.4121459433791765,0.7657122231190788,0.5254567490244181,ADAPTIVE,0.3324692248792557
1771936053.3266182,32.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.41226398252526714,0.7623486989349179,0.52295187831683,ADAPTIVE,0.33088467222434115
1771936053.8342679,33.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.35971554564544056,0.7948443919011269,0.5204082126389307,ADAPTIVE,0.32927274954754493
1771936054.343204,34.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.39093812276436796,0.774852653974863,0.5178275893948916,ADAPTIVE,0.3276345564541051
1771936054.8507788,35.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3509683283363449,0.7961632354691474,0.5152117539218507,ADAPTIVE,0.3259711509519163
1771936055.358651,36.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.382100966655243,0.7788475814429721,0.5125623638758664,ADAPTIVE,0.32428355000243503
1771936055.867148,37.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3526543286200257,0.7935661738650079,0.5098809934318688,ADAPTIVE,0.32257273023779875
1771936056.375208,38.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3730958236953791,0.7816536691657783,0.5071691373069555,ADAPTIVE,0.32083962881463435
1771936056.881187,39.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.429665480001015,0.7613940509287269,0.5044282146155972,ADAPTIVE,0.3190851443781595
1771936057.389656,40.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3705259765529884,0.787952802323218,0.5016595725643759,ADAPTIVE,0.317310138113165
1771936057.898604,41.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.34058358802611227,0.7969664442444824,0.49886448999292776,ADAPTIVE,0.315515434861264
1771936058.401825,42.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.39975860764818266,0.7749981578967786,0.4960441807669054,ADAPTIVE,0.3137018242864037
1771936058.910311,43.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3492284319333956,0.7968503057304714,0.49319979702804473,ADAPTIVE,0.3118700620730327
1771936059.416521,44.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.35272104130542825,0.7962822708701104,0.49033243230585233,ADAPTIVE,0.3100208711434951
1771936059.924705,45.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.34586461666060514,0.7971985789923511,0.4874431244949987,ADAPTIVE,0.3081549428832038
1771936060.431187,46.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3580410524574063,0.7949028432172984,0.48583207083475377,ADAPTIVE,0.30627293836391023
1771936060.9374988,47.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.36825391369658617,0.7873442617279727,0.484834092638716,ADAPTIVE,0.30437548955697014
1771936061.444447,48.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3674598500639832,0.7956760524225192,0.48382311680853674,ADAPTIVE,0.3024632005299004
1771936061.950788,49.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.38418225323965927,0.7853492364191544,0.48279966755392634,ADAPTIVE,0.3005366486207506
