timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,speed,intent,intent_confidence,uncertainty,risk_score,state,counterfactual_risk
1771936283.1206558,2.5,0.0,-20.0,5.0,0,0,20.0,5.0,SURVEILLANCE,0.4792326997091161,0.7317068412679927,0.29364190620581787,ADAPTIVE,0.44106703347157894
1771936283.639034,3.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3616456862475314,0.7882691756272959,0.2935948436365253,ADAPTIVE,0.3602357703845126
1771936284.145561,4.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.39240057657091715,0.774154113739922,0.2934107916242401,ADAPTIVE,0.3599736403115521
1771936284.650639,5.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.35943274318189994,0.7900028604896827,0.2930921063050865,ADAPTIVE,0.3596470713558402
1771936285.1576,6.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3506689470166053,0.7975908860313707,0.5806417436168582,ADAPTIVE,0.35925677490647534
1771936285.6635609,7.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.43291181395282513,0.7579063501982705,0.5770631620194405,ADAPTIVE,0.358803587516089
1771936286.170934,8.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3609173660098521,0.7896962500294911,0.5742173644022801,ADAPTIVE,0.35828846228048483
1771936286.675644,9.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3551456282105337,0.7915861212800908,0.5705370847485338,ADAPTIVE,0.357712459331312
1771936287.181918,10.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.35785208888388753,0.7887793365124445,0.5673759017679078,ADAPTIVE,0.35707673565032994
1771936287.6896079,11.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.380213801319582,0.7810585326255612,0.5635478381712996,ADAPTIVE,0.3563825344161933
1771936288.196963,12.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3782663826584177,0.7825648643412588,0.5623907807390603,ADAPTIVE,0.35563117408995604
1771936288.704756,13.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.35317737033954294,0.7971775012063889,0.5611314996405083,ADAPTIVE,0.35482403743454005
1771936289.21247,14.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3590211086945346,0.7902538388640541,0.5597744890081892,ADAPTIVE,0.35396256064736764
1771936289.7203798,15.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3656269268619018,0.7905522410981579,0.5583241517229441,ADAPTIVE,0.3530482227654479
1771936290.22825,16.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.36482322193382094,0.7950812965827788,0.5567847716130945,ADAPTIVE,0.3520825354797157
1771936290.7320151,17.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3806296019714512,0.783769966170562,0.5551604938675283,ADAPTIVE,0.35106703347157897
1771936291.236352,18.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3953131603380192,0.7728339795763389,0.55345531221515,ADAPTIVE,0.3500032653605234
1771936291.743135,19.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3837286246091378,0.7774350726518263,0.551673061504719,ADAPTIVE,0.34889278532821133
1771936292.24942,20.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.36541083285151893,0.7856593004122032,0.5498174144645565,ADAPTIVE,0.3477371454625393
1771936292.755276,21.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.40175364691658977,0.7767945276645954,0.5478918815973368,ADAPTIVE,0.3465378888451458
1771936293.26335,22.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3508677949124941,0.7935929305713273,0.5458998133471482,ADAPTIVE,0.3452965433882579
1771936293.769994,23.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3596309037898671,0.789098969450509,0.5438444038484685,ADAPTIVE,0.34401461641172837
1771936294.276139,24.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.34640866063325787,0.7979029610073932,0.5417286957206503,ADAPTIVE,0.3426935899386937
1771936294.782668,25.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3615388342155021,0.7901162198315085,0.5395555855028297,ADAPTIVE,0.3413349166784181
1771936295.2894,26.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3967298365971998,0.7697968378849837,0.537327829432158,ADAPTIVE,0.3399400166574139
1771936295.796532,27.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.34957645319938196,0.79669661393097,0.5350480493542267,ADAPTIVE,0.3385102744546321
1771936296.303766,28.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.35689617951018676,0.7892695517246883,0.5327187386210465,ADAPTIVE,0.3370470369931474
1771936296.807153,29.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3991973217441507,0.7675588587746502,0.530342267881897,ADAPTIVE,0.3355516118390308
1771936297.314568,30.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3447512550466885,0.7964336918237845,0.5279208907088331,ADAPTIVE,0.33402526595775717
1771936297.82322,31.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.36841438541907817,0.7898579955771501,0.5254567490244181,ADAPTIVE,0.3324692248792557
1771936298.3301382,32.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.33480277107599354,0.7999629163305698,0.52295187831683,ADAPTIVE,0.33088467222434115
1771936298.8383949,33.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.4014804196889783,0.7680178623451281,0.5204082126389307,ADAPTIVE,0.32927274954754493
1771936299.3460422,34.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.45861197624745287,0.7402256827552555,0.5178275893948916,ADAPTIVE,0.3276345564541051
1771936299.853138,35.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.4024831153143116,0.7715953732170723,0.5152117539218507,ADAPTIVE,0.3259711509519163
1771936300.3574111,36.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.4054202578062961,0.7708708420721163,0.5125623638758664,ADAPTIVE,0.32428355000243503
1771936300.863729,37.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3666953182618259,0.7843241048262404,0.5098809934318688,ADAPTIVE,0.32257273023779875
1771936301.3706071,38.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.35472506077581817,0.7936470533403496,0.5071691373069555,ADAPTIVE,0.32083962881463435
1771936301.879282,39.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.36550592638019463,0.7877737590928428,0.5044282146155972,ADAPTIVE,0.3190851443781595
1771936302.388206,40.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.44854384562889404,0.7448331070445935,0.5016595725643759,ADAPTIVE,0.317310138113165
1771936302.896328,41.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3982541030801646,0.7773938263397009,0.49886448999292776,ADAPTIVE,0.315515434861264
1771936303.4055629,42.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3463930671846987,0.7963793774891655,0.4960441807669054,ADAPTIVE,0.3137018242864037
1771936303.914384,43.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3720143669172996,0.7840091352689064,0.49319979702804473,ADAPTIVE,0.3118700620730327
1771936304.421997,44.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3796704562160036,0.7836424000922859,0.49033243230585233,ADAPTIVE,0.3100208711434951
1771936304.9300532,45.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.4129162104870874,0.7642871826677542,0.4874431244949987,ADAPTIVE,0.3081549428832038
1771936305.438744,46.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.45148573768525563,0.7396677447973229,0.48583207083475377,ADAPTIVE,0.30627293836391023
1771936305.943008,47.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3652639510198171,0.787708988266758,0.484834092638716,ADAPTIVE,0.30437548955697014
1771936306.450892,48.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3824366274668831,0.7772705193445225,0.48382311680853674,ADAPTIVE,0.3024632005299004
1771936306.95856,49.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.42685945716718127,0.7548714855070326,0.48279966755392634,ADAPTIVE,0.3005366486207506
1771936307.466121,50.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.372483289203453,0.7822305149470257,0.48176424723267963,ADAPTIVE,0.2985963855858903
1771936307.972082,51.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3502436128707013,0.7952649866280125,0.48071733700240393,ADAPTIVE,0.29664293871774605
1771936308.480261,52.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3521049306448599,0.7982948138744077,0.4796593975004021,ADAPTIVE,0.2946768119298324
1771936308.985179,53.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3765062809742682,0.7893619228402886,0.4785908695426023,ADAPTIVE,0.2926984868071145
1771936309.492398,54.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.36379366344556063,0.7937211702590082,0.47751217483370545,ADAPTIVE,0.290708423620335
1771936309.999882,55.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.36478827613574855,0.7892317832489552,0.4764237166818689,ADAPTIVE,0.28870706230344045
1771936310.50722,56.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3392172501974774,0.7982831465427231,0.475325880712281,ADAPTIVE,0.2866948233936679
1771936311.014549,57.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.36660073744981275,0.7903725889737725,0.4742190355748993,ADAPTIVE,0.28467210893420564
1771936311.522732,58.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.35963082104211713,0.79509485780181,0.47310353364244195,ADAPTIVE,0.2826393033396388
1771936312.030394,59.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.4052581712608452,0.7791164340256171,0.47197971169543784,ADAPTIVE,0.28059677422462853
1771936312.536957,60.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3776826646190087,0.7918226213793077,0.4708478915917693,ADAPTIVE,0.27854487319647125
1771936313.0450518,61.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3778728205223975,0.7822626400040852,0.46970838091868516,ADAPTIVE,0.27648393661233944
1771936313.550904,62.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.37060034808378295,0.7831281813915895,0.4685614736257355,ADAPTIVE,0.27441428630212683
1771936314.05533,63.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.42206184673672426,0.7624109234545279,0.46740745063748346,ADAPTIVE,0.2723362302579157
1771936314.5627468,64.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.35199896979549294,0.7914962040014089,0.4662465804451954,ADAPTIVE,0.27025006329115053
1771936315.071079,65.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.40969822805484807,0.7659550830106663,0.465079119677007,ADAPTIVE,0.26815606765865024
1771936315.5801039,66.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3494312627154841,0.7974847339475758,0.46390531364630627,ADAPTIVE,0.26605451365862354
1771936316.0879118,67.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.3953324102314178,0.77606354059525,0.4627253968782866,ADAPTIVE,0.2639456601978644
1771936316.596247,68.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.37397104731853337,0.7885051722674974,0.46153959361478936,ADAPTIVE,0.2618297553313097
1771936317.105536,69.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.3674606359541343,0.7867333074727434,0.46034811829769995,ADAPTIVE,0.25970703677513596
1771936317.610761,70.5,0.0,-20.0,2,0,0,20.0,2.0,SURVEILLANCE,0.33711316774508154,0.7986599776598574,0.459151176031275,ADAPTIVE,0.2575777323945543
1771936318.118165,71.5,0.0,-20.0,2,0,0,20.0,2.0,TRANSIT,0.3476149142036362,0.7963367630087872,0.4579489630238647,ADAPTIVE,0.2554420606674449
1771936318.622002,72.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.39389159064383494,0.7738362636090931,0.45674166700957397,ADAPTIVE,0.2533002311249446
1771936319.1295822,73.5,0.0,-20.0,2,0,0,20.0,2.0,ADAPTIVE,0.42252199435129584,0.7626524371810589,0.4555294676504509,ADAPTIVE,0.25115244477007087
